文本;群体情绪;时间
珠海体育中心撞人事件，人死亡，还有人受伤特么的，这老逼登真该死珠海警方通报一起重大恶性案件珠海体育中心撞人司机已被控制;-0.022670255250254838;2024-11-13 09:56:54
珠海一男子驾车撞人致死死？？？魔鬼在人间;0.00029746775655659937;2024-11-13 09:50:25
珠海警方通报体育中心撞人事件人死亡，人受伤，你到底想干嘛？害了多少家庭啊这种人怎么判都不嫌重;0.0012008167384215424;2024-11-13 10:09:16
珠海汽车撞人致死伤凶手太狠了，撞死了这么多人;0.001029137118735554;--------
珠海这么大的事昨天一点消息都没有。因对离婚财产分割不满，开车冲撞体育场里锻炼的人，造成人死，人伤。就算对财产分割不满，冤有头债有主，这些无辜的人招谁惹谁了。珠海一男子驾车撞人致死;-0.007312891057328706;2024-11-13 10:00:10
珠海撞人感觉是是彩云案的升级版，从冤有头债有主到滥杀无辜贝勒王天哪，死伤这么多;0.00041709397370928063;2024-11-13 16:32:56
珠海发生驾车冲撞市民重大恶性案件：人死亡、人受伤珠海一男子驾车撞人致死年月日时分许，珠海发生一起驾车冲撞市民重大恶性案件。日，珠海市公安局发布警情通报，案件致人死亡，人受伤。详情如下;0.006456841472694083;2024-11-13 10:35:37
珠海一男子驾车撞人致死昨天珠海体育中心那糟心事，官方刚刚出通报了死，伤;0.0003051992700274184;2024-11-13 09:43:20
珠海警方通报体育中心撞人事件这种反人类、无差别的人渣配得上死刑但我猜不会法治对恶人更友善;0.002293124239619704;--------
发生什么事情了？珠海警方通报体育中心小车撞人事件;0.0008152477884995972;2024-11-13 14:48:53
珠海体育中心撞人司机已被控制珠海警方通报体育中心事故：一小汽车撞倒多名行人后逃逸，岁男子被控制;0.0018816481754085736;2024-11-13 13:36:47
珠海体育中心撞人司机已被控制惊魂未定啊珠海体育中心那事儿，大家听说了吧？司机撞人后想跑？没门儿警察蜀黍迅速出手，一下就把他给控制住了。这速度，简直比飙车还刺激给咱们珠海的警察点个赞，有他们在，咱们就放心啦大家出行也要注意安全哦珠海警事;0.0007260862979602606;2024-11-13 15:46:44
珠海撞人事件;-0.0006780647508707187;2024-11-13 13:46:38
珠海驾车撞人司机已被控制就这样限流;0.000488174686947578;--------
刷到珠海撞人事件群友直播米国特警追捕她邻居（？（说是因为拘捕逃回来的混乱才是常态啊;-0.00010298822027408075;2024-11-13 09:32:26
灵灵看世界：突发珠海撞人事件性质恶劣珠海撞人事件性质恶劣必须引起高度警惕，形成群防群治珠海发生一起驾车撞人逃逸事件微博时事珠海超话灵灵看世界的微博视频;0.0007879072229804909;--------
回复邓巴中尉谁不知道香洲区？我说让你把撞人地方的定位发一下邓巴中尉回复师妹的号避风港珠海市香洲区;-0.04126461725497216;2024-11-13 11:01:07
大庆中级法院超话珠海警方通报驾车撞倒多人事件珠海驾车撞人司机已被控制月日，珠海市公安局香洲分局发布警情通报（中国新闻网）;0.0007048446252432287;--------
看到珠海那个撞人视频了，听说是报复社会自己过得不顺为啥要拉无辜的人？;0.0007140699566810468;2024-11-13 12:20:54
月日晚，珠海公安发布警情通报珠海警方通报体育中心小车撞人事件，司机已被控制警情通报;-0.00038886111212046976;--------
珠海警方通报驾车撞倒多人事件珠海驾车撞人司机已被控制月日，珠海市公安局香洲分局发布警情通报;0.0032065238588259858;2024-11-13 17:39:05
珠海珠海明天航展开幕，今晚珠海体育中心有人捣乱，开车撞人，岁，老家伙了干这种伤天害理的事情。;0.010814026327822843;2024-11-13 11:14:47
珠海警方通报驾车撞倒多人事件珠海驾车撞人司机已被控制月日，珠海市公安局香洲分局发布警情通报（中国新闻网）;1.879831850125137e-05;2024-11-13 10:03:35
珠海公安通报一起驾车撞人逃逸警情。;0.0011142490790085721;--------
看视频太吓人了，严惩肇事者珠海体育中心珠海航展珠海一男子驾车撞人致死;-0.0015304227595399436;2024-11-13 11:36:43
广州正佳撞人我在广州，珠海今天撞人我在珠海唉;0.00035846800243414704;--------
